,prompt,expected_completion,actual_completion
547,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Pet Friendly Parking : : attached garage Tour- Text or Call Jennifer- CARDINAL - num - num Come checkout this incredible jr CARDINAL bed in the hottest GPE neighborhood . This unit features in unit laundry , massive walk - in closet , bright luxury finishes , and floor to ceiling windows . This LOC LOC luxury boutique building is what indulgence is about . Filled with extravagant and trendy details , this convenient community offers a modern fitness center with a private instructor , patio deck with gas grills and lounge , rooftop pool with striking city views . Take advantage of the TIME TIME TIME concierge service , private package room , and cyber cafe . ORG available on TIkTok- @agent_jdey Tour- Text or Call Jennifer- CARDINAL - num - num Hi ! ' , "" I 'm PERSON , a broker with GPE GPE . "" , ' I specialize in matching people with their perfect new home . My services are PERCENT PERCENT FREE ! Any questions/ concerns , ask me ! Here to help ! Have CARDINAL of listings available throughout GPE . * * * * * * NO SHORT TERM LEASE * * * * * * With easy expressway access for commuters and a straight shot into the PLACE , getting to work is a breeze . Pets are welcome , but breed and weight restrictions apply . Indoor dog run ! Parking is available at an additional cost . Tour- Text or Call Jennifer- CARDINAL - num - num FEATURES Balcony - Some Units Central Air - Yes Dishwasher - All Dogs - Weight Limit Flooring - Hardwood Only Laundry- W / D In Unit Luxury Property New Property Pool - Outdoor Security-num Hour PERSON PERSON PERSON PERSON PERSON PERSON PERSON Jennifer Dey num - num - num PRODUCT PRODUCT PRODUCT PRODUCT Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", average, average
315,"-- Residences at GPE GPE -- ( CARDINAL ) num - num DATE Rent : $ num - $ num Apartment : CARDINAL Bedroom | num Bathroom Square Footage : CARDINAL sq ft YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! Relax and unwind - you can stop dreaming and start living . Our GPE GPE apartment rentals are generously appointed with apartment features that will over - satisfy . Enjoy stainless steel appliances , upgraded cabinetry , walk - in closets , and wood floors . What are you waiting for ? Choose from our spacious CARDINAL , CARDINAL , and CARDINAL - bedroom floor plan options DATE ! The GPE is our biggest CARDINAL bedroom unit at QUANTITY QUANTITY QUANTITY . It features a spacious living area and either a patio or balcony . Pet Policy : Breed Restriction;Weight Restriction;Available in select buildings . We charge a $ MONEY fee per pet . We also charge $ MONEY for pet rent for each pet DATE . Pet Types : Cats and Dogs Breed restrictions apply . Weight restriction : CARDINAL CARDINAL CARDINAL lbs on the ORDINAL floor . Maximum pets per unit : CARDINAL Check out our beautiful community featuring : ORG ORG ORG ORG ORG ◾ ORG ORG ORG ORG ◾ Online Payments Available ORG ORG ORG ORG ◾ Playground ORG ORG ORG ORG ◾ Walking / Biking Trails ◾ LOC LOC LOC LOC LOC and Clubhouse ◾ TIME TIME TIME TIME - Floor Fitness Center with State - of - the - Art Equipment ORG TIME TIME TIME Emergency Maintenance ORG TIME TIME TIME Maintenance Commitment ◾ Brand New Luxurious Clubhouse ◾ ORG and MONEY MONEY MONEY MONEY MONEY ◾ Ice Skating Rink * * DATE Only ◾ Pet - Friendly Large Dogs Accepted ◾ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Apartment features include : ORG ORG , Deck or PERSON ◾ PRODUCT PRODUCT or Eat - in ORG ORG Dishwasher ORG ORG ORG ORG ORG ◾ Stainless Steel Appliances ◾ ORG ORG ORG ORG ORG in ORG ORG ORG ORG ORG : ( CARDINAL ) num - num Mon - Fri : TIME TIME TIME TIME TIME Sat : TIME TIME TIME TIME TIME Website : < URL>/ num S Goebbert Rd GPE GPE , IL num Lease Terms : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE Managed by ORG ORG ORG ORG ORG ORG FCnumDnumCnumFnum Is rent cheap, average, or expensive? <SEP>
", average, average
570,"Indulge in the opulence of a CARDINAL - bedroom , exquisitely crafted , lakefront abode , nestled within a luxurious new architectural marvel . This resplendent haven encompasses an array of lavish amenities , including a well - equipped gymnasium , a dedicated concierge , and a vigilant doorman , ensuring a seamless living experience . ' , "" Ascending to the apex of sophistication , the rooftop sky deck unveils its awe - inspiring panoramic vistas , inviting residents to bask in the embrace of nature 's purest air throughout DATE DATE . "" , ' The resplendent expanse offers a sanctuary of leisure , complete with a heated pool and spa , where one can luxuriate , while also featuring ORG facilities , enchanting fire pits , an outdoor theater , and an elegantly enclosed party room , ensconced within transparent glass walls . Stepping into the embrace of the living space , the ambiance resonates with an airy yet intimate embrace . The floor plan has been thoughtfully curated , boasting floor - to - ceiling windows that illuminate the space , while also providing a serene panorama of the surroundings . Purposeful additions such as ample storage solutions and a dedicated work - from - home area cater to the needs of the modern dweller . Impeccable finishes and contemporary features imbue the residence with an aura of refined elegance , exuding timeless allure in every corner . The artful craftsmanship melds seamlessly with a perpetually modern aesthetic , resulting in spaces that are meticulously designed and perpetually enchanting . Contact us through the site or text = > < URL>/ Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
70,"ORG ORG ORG ORG ORG ORG with FAC FAC ! Elevator and GPE in the Building , close to ORG ORG ORG ORG train , bus , stores , restaurants , CARDINAL block to lake and park , etc . CARDINAL Bedroom starting $ MONEY . Rent includes Heat and Cooking Gas Included . Application fee $ MONEY . No PLACE deposit . For a more details & showing please call PERSON num - num - num - num < URL > Hunter Properties OFFICE num - num - num - num . Sample pictures ! Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
295,"Call or text PERSON from Apartment Guys at num - num - num and ask for reference # MONEY . New , gut rehabbed elevator building in GPE , steps away from the park and the lake . The units feature hardwood floors throughout the entire unit . The kitchen offers stainless steel appliances ( including microwaves and dishwashers ) and high end NORP cabinetry . Pictures may be of similar apartment . prices are subject to change . * * * * FOR THE FSTEST RESPONSE CALL OR TEXT num - num - num WITH REFERENCE # MONEY Is rent cheap, average, or expensive? <SEP>
", average, average
98,"CARDINAL PERSON PERSON PERSON PERSON CARDINAL bedroom , CARDINAL bathroom near GPE and GPE features updated kitchen with stainless steel appliances , dishwasher , separate dining room , spacious living room , ceiling fan , large bedroom , great closet space , lots of windows , beautiful hardwood floors throughout , laundry on - site , and cats welcome . Close to transportation , dining , nightlife , shopping and more ! ! Please Call PERSON PERSON at CARDINAL - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : num . Urban Abodes CARDINAL - num\unumc < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
283,"AVAILABLE CARDINAL . AMAZING CARDINAL BEDROOM LOFT IN THE HEART OF DOWNTOWN . INCLUDES HEAT , A / C , AND IN UNIT LAUNDRY . ADDITIONAL ORG ORG . SECURE AND QUIET BUILDING WITH WORKOUT ROOM , ORG ORG , AND STORAGE ROOM . WALK EVERYWHERE IN THE PLACE OR JUMP ON THE RED AND BLUE LINES RIGHT OUTSIDE YOUR DOOR . Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
536,"I have a fully renovated CARDINAL bedroom in PERSON ’s park . No credit check or background check Price is $ MONEY a month It ’s available now Deposit required Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
489,"AVAILABLE DATE . AMAZING CARDINAL BEDROOM LOFT PLUS OFFICE IN THE HEART OF DOWNTOWN . INCLUDES ORG , HEAT , A / C , AND IN UNIT LAUNDRY . ADDITIONAL ORG ORG . SECURE AND QUIET BUILDING WITH WORKOUT ROOM , ORG ORG , AND STORAGE ROOM . WALK EVERYWHERE IN THE PLACE OR JUMP ON THE RED AND BLUE LINES RIGHT OUTSIDE YOUR DOOR . Address is CARDINAL LOC LOC LOC Is rent cheap, average, or expensive? <SEP>
", average, cheap
342,"CARDINAL PERSON PERSON PLACE Charming CARDINAL bedroom CARDINAL bathroom in the heart of GPE features newer kitchen , separate dining room , spacious living area , ceiling fans , gorgeous hardwood floors throughout , spacious bedroom , great closet space , newer bathroom , on - site laundry , pets OK , and just steps to shopping , transportation , nightlife , and more ! UAnum Please Call num/num - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : CARDINAL . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", cheap, average
127,"This is a full amenities CARDINAL doorman building . ORG , fitness room , sundeck , sauna , jacuzzi , party room , in building laundry room , dry cleaner , convenient store . ORG ORG ORG , Internet / Cable are all included . That s a saving MONEY MONEY MONEY MONEY DATE ! ! ! Centrally located CARDINAL , near GPE GPE and only num block away from lake front . GPE GPE is also within the area . Close to all transportations , dining and shops . No dog buildings . Attached indoor garage for parking rentals . There will be move - in / move - out fees per HOA Rules / Reg . DATE DATE DATE advance rent for ORG ORG . Will need to provide proof of income and credit report . Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
1,"Furnished Studio - Great Monthly Rates ! Take advantage of our special discounted rate ! All utilities are included ! PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT Looking for a place to call home for DATE DATE or longer ? We have everything you need without the hassles of traditional apartments , all at a great rate . Each room comes with a fully equipped kitchen and plenty of workspace . And unlike apartments , cable and ORG ORG ORG are already hooked up and free ! With no leases and no credit checks , we are move - in ready . So just bring yourself – and your furry family member – and feel right at home . Property Amenities All Rooms Non - Smoking Pet - Friendly Rooms Available Weekly Housekeeping Included On - Site Guest Laundry Free Off - Street Parking In - Room Amenities Fully Equipped Kitchens Full - Size Refrigerator Electric Range Microwave Free In - Room Wi - Fi Flat Screen TVs ORG ORG with ORG ORG ORG ORG ORG ORG Staying DATE DATE DATE DATE ? We also have great nightly and DATE rates . Call for details . Booking conditions apply . Advertised rate is for a TIME TIME TIME stay , and will vary by room type and stay dates . Rates and availability subject to change . Rate not inclusive of taxes or fees . Actual room may vary from those shown . Pets are always welcome at ORG ORG ORG . A maximum of CARDINAL pets are allowed in each suite . Pet fees vary by location to cover the cost of cleaning and guest room fumigation . Service animals will be exempt from this charge . Height and length restrictions apply : pets can be no longer than QUANTITY QUANTITY and no taller than num inches . Larger , or CARDINAL CARDINAL CARDINAL pets requires property manager ’s approval . Please contact the property for questions . This site may contain errors , inaccuracies , omissions or incomplete data ( including without limitation mistaken hotel rates or availability ) . Extended Stay America reserves the right to rescind any stated offer and to correct any errors , inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged . ORG ORG ORG ORG ORG CARDINAL GPE GPE , GPE GPE , IL num Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
477,"This beautifully rehabbed CARDINAL bedroom is located in the GPE neighborhood and has been remodeled with granite countertops , stainless steel appliances including a dishwasher and microwave , and hardwood floors . Cats are welcome ! Prices are subject to change . * * * Photos may be of a similar unit . * * * * For faster response best to call or text CARDINAL - num - num with reference # MONEY Is rent cheap, average, or expensive? <SEP>
", average, average
