,prompt,expected_completion,actual_completion
461,"PROPERTY INFO ID: 137946497 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 02/19/2023 Pet: Pet Friendly For fastest response please text Mike: 312-344-3717 I'm happy to help you with additional apartment options! Please copy this link and paste it in to your browser to complete a short rental questionnaire:  <URL> ASK ME ABOUT OTHER GREAT FLOOR PLANS AVAILABLE IN THIS BUILDING This is a must see! Newer construction in a boutique River North property. From the coffee shop in the lobby to the top floor hotel like lounge with rooftop terrace, this property offers a relaxing escape from the outside city. Though, being in the heart of River North, the amenities of the city are just outside your front door. Featuring: - Floor-to-Ceiling Windows - Modern Kitchen - Spa Bath with Rain Shower - In-Unit Laundry - Wi-Fi - Fitness Center - Rooftop Terrace - Valet Trash/Recycling Service - On Demand Storage Michael Richman North Star Real Estate Group 312-344-3717 *Photos may be of model unit or similar available unit and are representative of apartment finishes. Views may vary depending on floor height. Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
253,"1435 N. Dearborn Gold Coast Awesome Gold Coast one bedroom one bathroom! Unit features cooking gas included, rehabbed kitchen with stainless steel appliances, dishwasher, large combination living and dining rooms, ceiling fan, built in AC unit, tall ceilings, gorgeous hardwood floors throughout, spacious bedroom, awesome closet space, laundry room in building, and pets are welcome! Walking distance to Clark and Division Blue line, shopping, nightlife, and more! UA1701 Please Call Aleksandra Chadiev at 224/322-5494‬ to schedule an appointment to view this apartment and mention Apartment ID: 21602. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
369,"FOR FASTEST RESPONSE CALL OR TEXT 419.351.5326 PROPERTY INFO ID: 275927479 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 02/01/2023 Pet: Pet Friendly Parking:: street parking Uptown is the live music capital of Chicago (which beats being the capital of zombie music). In addition to numerous music venues, the historic north side neighborhood features many housing styles to choose from: affordable lakefront high-rises, historic walk up’s, and newly built condos, and townhouses. Prime Uptown apt near Red Line! ●On-Site W/D ●Central Heat ●Central A/C ●Hardwood Floors Call today to schedule a private tour! FEATURES Cats OK Central A/C Dishwasher Dogs OK Hardwood Floors Laundry in Building Pet Friendly Renovated Lake Alen - Real Estate Broker 419.351.5326 Square One Team, brokered by Jason Dalka 2851 N Lincoln Ave., Chicago, IL 60657 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
321,"Hello! I am looking for someone to sublet my gorgeous 1 bedroom apartment. The current lease goes until May 31st 2023, but you can renew the lease for PRICE. The only reason I am moving out is because I am moving in with my boyfriend. This spacious 1 bedroom has a separate kitchen with dishwasher, separate dining room, and queen sized bedroom with ample natural light. There are south facing windows in the living room and a brand new oven installed a couple months ago. Coin laundry in building. Serious inquiries only please! Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
151,"Very nice one bedroom apartment: Big kitchen, living room, dining room, bathroom. 950 square feet second floor heating cooling Very quiet and pleasant environment Please call 7085398845 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
302,"PROPERTY INFO ID: 179082760 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Large 1 Bed Featuring: * Hardwood Floors * AMAZING closet space * SS Appliances, Granite Counter Tops, Dishwasher * New bath * Pet Friendly * Laundry in building * Building with Doorman, Roof Deck, Fitness Center, On Site Manager FEATURES A/C Bike Room/Bike Trails Cats Ok Dishwasher Dogs Ok Doorman Elevator Granite Counter Tops Gym Hardwood Floors Laundry in Building Microwave On Site Manager/Engineer Package Receiving Parking Available Roof Deck Spacious Closets Stainless Steel Appliances Storage The Apartment Source Text for quicker response 773-404-9900 Is rent cheap, average, or expensive? <SEP>
", average, expensive
190,"4027 W School 1 bedroom PRICE Available 3/15 Unit will not last long text for a showing pet friendly- no aggressive breeds Minimum 650 credit score and PRICEK income required for unit PRICE app fee PRICE move in fee Pics may not be of exact unit but almost identical Is rent cheap, average, or expensive? <SEP>
", average, cheap
348,"2850 N. Sheridan, Unit 1018 Amenities & features: Heat, Natural Gas, & Water Included Dishwasher & Microwave Included Doorperson On Duty 24 Hours Laundry Room Bike Storage Package Room Elevator Complimentary Fiber Internet Cats welcome Intercom- Controlled Front Door Entry Of Sheridan & Surf 24- Hour Engineer All New Rehabs Spacious Walk-In Closets Nearby Stores and Restaurants: Trader Joe's, Whole Foods, The Wiener's Circle, North Pond, Barrel Cheese & Wine, Matisse Tavern & Grill, Cesar's Killer Margaritas- Broadway, Intellignetisa, Chipolte, Fancy Plants Cafe, Stan's, Yolk, Lincoln Park. East Lakeview transportation is made simple with the Brown Line and CTA buses running along Clark, Halsted and Sheridan. Whether you're taking advantage of scouring unique stores on Broadway, catching Indie Flicks at Landmark Theater and dancing the night away in Boystown, you'll find that East Lakeview has all the perks of a lake adjacent neighborhood and then some. Nearby Transit: Bus: 77 Belmont Bus:151 Sheridan Bus: 156 LaSalle Bus: 22 Clark Bus: 36 Broadway Bus: 76 Diversey *BJB Properties, Inc, *Equal Housing Opportunity *Prices & availability are subject to change *12 month minimum lease term unless otherwise specified *Units are leased unfurnished unless otherwise specified *Pictures are representative samples of the advertised unit. In some cases, the actual units you tour many vary from the pictures based on the specific floor plan available. ***Call or Text Lana Fakhouri at (224)714-7477 to schedule a tour today! * ** Is rent cheap, average, or expensive? <SEP>
", average, cheap
243,"PROPERTY INFO ID: 3189659 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 12/01/2022 Pet: Pet Friendly Rent Includes:: Garbage, Water Take a look at this beautiful one bedroom apartment in Logan Square! Offering both a unique space + an amazing location, this apartment features: *King sized bedroom *Central heat and a/c *Exposed brick *Lots of Windows and natural light *Back Deck *Laundry in building *Street Parking *Pet friendly, no pet deposit, PRICE pet fee *No security deposit, PRICE move in fee *Amazing location in Logan Square - near Emporium, Gaslight Coffee, Revolution Brewing and so much more! The Apartment Source Call or text: 773.404.9900 Is rent cheap, average, or expensive? <SEP>
", expensive, average
87,"Please TEXT for FASTER response!! 312-857-8306 De' Xeunxom SMALL Junior 1 bedroom/1 bathroom with updated appliances -Small Junior 1 bedroom/ 1 bathroom -rehabbed building -modern appliances (Fridge, gas stove/oven, hood range) -hardwood flooring throughout -carpeted bedroom -bedroom will fit upto queen size bed -small living room -tile tub surround -bathroom ventilation -under bathroom sink storage -resident control heating/cooling -Freshly painted -laundry room -mail area -intercom entry -elevator building -near CTA Argyle Red Line stop -park across street from building -easy street parking -public parking across the street -2 blocks to grocery store -3 blocks to lake, beach and bike/running path -cats friendly *Select unit* **Photo are for illustration purpose** ***Pricing and availability are subject to change*** North Star Real Estate Group 1249 W. Devon Ave, Chicago, IL 60660, Tel: 312-722-6773 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
533,"4851 N. Damen Ravenswood Amazing one bedroom one bathroom in the heart of Ravenswood features heat and cooking gas included, newer kitchen, separate dining area, spacious living area with ceiling fan, great closet space, newer bathroom, gorgeous hardwood floors throughout, laundry room in building, and pets are welcome! Steps to shopping, nightlife, transportation, and more! UA1701 Please Call Michael Hennessy at 630/901-1127‬ to schedule an appointment to view this apartment and mention Apartment ID: 29456. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
418,"Available early April! Please email inquiries and showing requests. Fully renovated, sunny, 1 bedroom apartment on elevated first floor floor in great Berwyn location! Features: -Hardwood floors -Spacious layout -Granite counters and 42” cabinets -Dishwasher and microwave -Spacious, dining area -Lots of natural light -Heat and water included! -Storage unit included (based on availability) -Small pet friendly (cats and dogs up to 40lbs, breed restrictions, PRICE/month pet fee) -Laundry on-site -Free street parking -Municipal parking lot 1 block away with off-street parking for rent (PRICE/quarter, PRICE/year) -Conveniently located near grocery stores (Costco, Meijer, Tony's, Jewel), shopping (North Riverside Shopping Mall) and numerous dining and beverage establishments -Easy access to Blue Line, Pink Line, Metra, Oak Park Ave Pace Bus, Cermak Pace bus (Photos and video are of exact or very similar unit on site.) Terms: PRICE Nonrefundable Move-In Fee No Security Deposit Heat and water are included! Tenant pays cooking gas and electric Berwyn is conveniently located within one mile of two major transportation arteries, the Eisenhower Expressway (I-290) to the north and the Stevenson Expressway (I-55) to the south. Berwyn has three commuter rail stations, serviced by Metra along the BNSF Railway, which offer Berwyn residents ready access to area jobs and visitors easy access to Berwyn's many attractions. Pace bus service is extensive and links conveniently to the CTA's elevated Blue Line trains. Additionally, both O'Hare International Airport and Midway International Airport are within easy driving distance. General Credit and Income Requirements: - 650+ credit score - Gross monthly income should be at lease 3x the rent (There are some exceptions to these requirements, such as being a full time student and having a cosigner) Don't miss this! Meltzer Real Estate Equal Housing Opportunity No smoking Is rent cheap, average, or expensive? <SEP>
", expensive, average
288,"Bight and Sunny 1-Bedroom 1-Bath Apartment located in a courtyard building on a quiet tree lined street in the heart of East Lakeview. Available 04/17/2023! -Top Floor -Gorgeous 1 Bedroom 1 Bath in Lakeview East! -Hardwood Floors Throughout -Gorgeous Exposed Brick Walls -Spacious Open Floor Plan -Walk-in Closet -Updated Bath -Subway Tile Backsplash -Stainless Steel Appliances -Dishwasher -Custom Cabinetry w/ Soft Close Finish -In Unit Laundry -Pet Friendly -Parking Available (Call for Availability) TEXT with our leasing agents directly, TEXT Elaine to (773) 272-3061 for faster response! Or Call Our Office Between 8:00 am-5:00 pm at (773) 272-3061. For after-hours text Julie at (312) 560-2076 or Tamika at (312) 882-1745. Visit us online at: <URL>/ CLK Multifamily Management 1126 W Bryn Mawr Ave Chicago, IL 60660 *Equal Housing Opportunity *Floor Plan measurements and layouts are approximate and are for illustrative purposes only. We make no guarantee, warranty or promise to the accuracy and completeness of the floor plan. Is rent cheap, average, or expensive? <SEP>
", average, expensive
